L00000000,    3.283081,    3.387146,    3.325500,    3.178711,    3.184509,    3.309631,    3.269958,    3.157959,   
L00000001,    3.283997,    3.387756,    3.326111,    3.179626,    3.185120,    3.310547,    3.270264,    3.158569,   
L00000002,    3.283691,    3.387756,    3.326111,    3.179626,    3.184509,    3.309937,    3.269958,    3.158875,   
L00000003,    3.283386,    3.387451,    3.325806,    3.179626,    3.184814,    3.309937,    3.269958,    3.158569,   
L00000004,    3.283691,    3.387756,    3.325806,    3.179626,    3.184814,    3.310242,    3.270264,    3.158569,   
L00000005,    3.284302,    3.388062,    3.326416,    3.179932,    3.185120,    3.310547,    3.270874,    3.159790,   
L00000006,    3.285828,    3.388672,    3.327026,    3.180847,    3.185425,    3.310852,    3.270874,    3.160095,   
L00000007,    3.284302,    3.387756,    3.325806,    3.179321,    3.184814,    3.309937,    3.269958,    3.158569,   
L00000008,    3.283691,    3.388062,    3.326111,    3.179932,    3.184814,    3.309937,    3.270264,    3.159180,   
L00000009,    3.283997,    3.388062,    3.326111,    3.179626,    3.184509,    3.310242,    3.269958,    3.159180,   
L00000010,    3.284607,    3.387756,    3.325806,    3.179321,    3.185120,    3.310242,    3.269958,    3.158875,   
L00000011,    3.282776,    3.386841,    3.325500,    3.179016,    3.184204,    3.309937,    3.269348,    3.158264,   
L00000012,    3.283081,    3.386536,    3.325806,    3.179016,    3.184509,    3.309937,    3.269348,    3.157959,   
L00000013,    3.283997,    3.387756,    3.326111,    3.179932,    3.185120,    3.310547,    3.269958,    3.159485,   
L00000014,    3.285522,    3.388672,    3.326416,    3.180237,    3.185425,    3.310852,    3.270874,    3.160095,   
L00000015,    3.284912,    3.387451,    3.326416,    3.179932,    3.185120,    3.310547,    3.270264,    3.159485,   
L00000016,    3.284607,    3.388062,    3.326416,    3.179932,    3.185120,    3.310242,    3.270264,    3.159790,   
L00000017,    3.284912,    3.387756,    3.326111,    3.179626,    3.185120,    3.310242,    3.270569,    3.159485,   
L00000018,    3.283386,    3.387146,    3.325806,    3.179016,    3.184204,    3.309937,    3.269348,    3.157959,   
L00000019,    3.283081,    3.387146,    3.325806,    3.179321,    3.184814,    3.309937,    3.269958,    3.158569,   
L00000020,    3.285522,    3.388672,    3.326721,    3.180237,    3.185425,    3.311157,    3.270569,    3.160095,   
L00000021,    3.284607,    3.387451,    3.326111,    3.179626,    3.184814,    3.309937,    3.269958,    3.158875,   
L00000022,    3.284607,    3.387756,    3.326416,    3.179626,    3.184814,    3.310547,    3.269958,    3.159485,   
L00000023,    3.284607,    3.387756,    3.326111,    3.179932,    3.184814,    3.310547,    3.270264,    3.159180,   
L00000024,    3.284607,    3.387451,    3.326416,    3.179626,    3.184509,    3.309937,    3.269958,    3.158875,   
L00000025,    3.283386,    3.386536,    3.325500,    3.179321,    3.184204,    3.309631,    3.269043,    3.158264,   
L00000026,    3.285217,    3.388367,    3.326111,    3.180237,    3.184814,    3.310547,    3.270569,    3.159485,   
L00000027,    3.286743,    3.388977,    3.326721,    3.180847,    3.185730,    3.311462,    3.271179,    3.160706,   
L00000028,    3.284912,    3.388062,    3.326111,    3.179932,    3.184814,    3.310242,    3.269958,    3.158875,   
L00000029,    3.282471,    3.386841,    3.325195,    3.178711,    3.183594,    3.309326,    3.269043,    3.157959,   
L00000030,    3.283997,    3.387451,    3.325806,    3.179321,    3.184509,    3.310242,    3.269958,    3.158875,   
L00000031,    3.285217,    3.388367,    3.326721,    3.179932,    3.185120,    3.310852,    3.270874,    3.159485,   
L00000032,    3.286133,    3.388672,    3.326721,    3.180542,    3.185425,    3.310852,    3.271179,    3.159790,   
L00000033,    3.284302,    3.387146,    3.325806,    3.179016,    3.184814,    3.310242,    3.269653,    3.158875,   
L00000034,    3.283997,    3.387146,    3.325806,    3.179016,    3.184814,    3.309631,    3.269653,    3.158569,   
L00000035,    3.283997,    3.387451,    3.326111,    3.179016,    3.184204,    3.309937,    3.269958,    3.158264,   
L00000036,    3.284302,    3.387756,    3.326416,    3.179626,    3.185120,    3.310242,    3.270264,    3.159180,   
L00000037,    3.284302,    3.387451,    3.326111,    3.179626,    3.184509,    3.309937,    3.270264,    3.159485,   
L00000038,    3.285522,    3.388367,    3.326416,    3.180237,    3.184814,    3.310547,    3.270264,    3.160400,   
L00000039,    3.284302,    3.387756,    3.325806,    3.179932,    3.184814,    3.309937,    3.269958,    3.159180,   
L00000040,    3.284607,    3.387756,    3.325806,    3.179626,    3.184814,    3.309937,    3.270264,    3.159485,   
L00000041,    3.284607,    3.387756,    3.326416,    3.179932,    3.184814,    3.310242,    3.269958,    3.159180,   
L00000042,    3.285522,    3.388367,    3.326111,    3.179932,    3.184814,    3.310547,    3.270569,    3.159790,   
L00000043,    3.284607,    3.388062,    3.326111,    3.179626,    3.185120,    3.310547,    3.270264,    3.159485,   
L00000044,    3.283997,    3.387756,    3.326111,    3.179626,    3.185120,    3.309937,    3.269958,    3.158875,   
L00000045,    3.283691,    3.387451,    3.326111,    3.179016,    3.184814,    3.309937,    3.269653,    3.158569,   
L00000046,    3.284302,    3.387756,    3.325806,    3.179626,    3.184814,    3.310242,    3.270264,    3.158875,   
L00000047,    3.283691,    3.387451,    3.326111,    3.179321,    3.184814,    3.309631,    3.270264,    3.158569,   
L00000048,    3.284607,    3.388367,    3.326416,    3.180237,    3.185120,    3.310852,    3.270874,    3.159790,   
L00000049,    3.284912,    3.388367,    3.326416,    3.179932,    3.185120,    3.310547,    3.270569,    3.159790,   
L00000050,    3.285217,    3.388062,    3.326721,    3.180237,    3.184814,    3.310547,    3.270569,    3.159790,   
L00000051,    3.283081,    3.386841,    3.325195,    3.179016,    3.184814,    3.309937,    3.269348,    3.158569,   
L00000052,    3.281860,    3.386230,    3.325500,    3.178406,    3.183899,    3.309326,    3.269348,    3.157043,   
L00000053,    3.283386,    3.387451,    3.326111,    3.179321,    3.185120,    3.310242,    3.270264,    3.158569,   
L00000054,    3.285522,    3.388977,    3.327026,    3.180542,    3.185730,    3.310852,    3.271484,    3.160095,   
L00000055,    3.284607,    3.388367,    3.326111,    3.180237,    3.185425,    3.310852,    3.270874,    3.159790,   
L00000056,    3.284607,    3.388062,    3.326721,    3.179321,    3.185120,    3.310852,    3.270569,    3.159485,   
L00000057,    3.283691,    3.388367,    3.326721,    3.179932,    3.184814,    3.310547,    3.270264,    3.159180,   
L00000058,    3.285217,    3.388672,    3.326416,    3.180237,    3.185425,    3.311157,    3.271179,    3.159790,   
L00000059,    3.283997,    3.387756,    3.326111,    3.179932,    3.184509,    3.309937,    3.270569,    3.159485,   
L00000060,    3.283081,    3.387451,    3.325806,    3.179016,    3.184509,    3.309631,    3.269958,    3.158569,   
L00000061,    3.282471,    3.387146,    3.325500,    3.179016,    3.184509,    3.309631,    3.269958,    3.158264,   
L00000062,    3.283386,    3.388062,    3.326111,    3.180237,    3.185425,    3.310547,    3.270569,    3.159485,   
L00000063,    3.284607,    3.388367,    3.327026,    3.180237,    3.185425,    3.310852,    3.270874,    3.160095,   
L00000064,    3.284607,    3.388367,    3.326416,    3.179626,    3.185425,    3.310242,    3.270874,    3.159485,   
L00000065,    3.283997,    3.387451,    3.326416,    3.179626,    3.184814,    3.310242,    3.270569,    3.159180,   
L00000066,    3.284302,    3.388367,    3.326721,    3.179932,    3.185120,    3.310242,    3.270874,    3.159485,   
L00000067,    3.283081,    3.387451,    3.326111,    3.179321,    3.184204,    3.309937,    3.269653,    3.159180,   
L00000068,    3.282776,    3.386841,    3.325806,    3.179016,    3.184509,    3.310242,    3.269958,    3.158569,   
L00000069,    3.282166,    3.387146,    3.325500,    3.179016,    3.184204,    3.309937,    3.269653,    3.158569,   
L00000070,    3.283386,    3.387756,    3.326416,    3.179626,    3.185120,    3.310242,    3.270569,    3.158569,   
